	0	19	0	1072025	31072025	SUPERMERCADO FRUTILÂNDIA LTDA	4,79296E+12		MS	283206993	5007901			A	1																							
	C190	60	5405	0	56,7	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384811	5,02507E+43	5072025	5072025	34,75	0	0	0	34,75	9	0	0	0	7,91	1,34																
	C190	20	5102	17	19,2	7,91	1,34	0	0	11,29	0																											
	C190	60	5405	0	15,55	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384812	5,02507E+43	5072025	5072025	73,25	0	0	0	73,25	9	0	0	0	0,65	0,11																
	C190	20	5102	17	1,57	0,65	0,11	0	0	0,92	0																											
	C190	60	5405	0	71,68	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384813	5,02507E+43	5072025	5072025	26,41	0	0	0	26,41	9	0	0	0	8,62	1,47																
	C190	20	5102	17	20,92	8,62	1,47	0	0	12,3	0																											
	C190	60	5405	0	5,49	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384814	5,02507E+43	5072025	5072025	13,52	0	0	0	13,52	9	0	0	0	1,54	0,26																
	C190	20	5102	17	3,75	1,54	0,26	0	0	2,21	0																											
	C190	60	5405	0	9,77	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384815	5,02507E+43	5072025	5072025	124,96	0	0	0	124,96	9	0	0	0	15,23	2,59																
	C190	20	5102	17	37	15,23	2,59	0	0	21,77	0																											
	C190	60	5405	0	87,96	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384816	5,02507E+43	5072025	5072025	54,78	0	0	0	54,78	9	0	0	0	22,69	3,86																
	C190	0	5102	17	22,69	22,69	3,86	0	0	0	0																											
	C190	60	5405	0	32,09	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384817	5,02507E+43	5072025	5072025	21,63	0	0	0	21,63	9	0	0	0	8,9	1,51																
	C190	20	5102	17	21,63	8,9	1,51	0	0	12,73	0																											
	C100	1	0		65	0	5	384818	5,02507E+43	5072025	5072025	7,34	0	0	0	7,34	9	0	0	0	3,02	0,51																
	C190	20	5102	17	7,34	3,02	0,51	0	0	4,32	0																											
	C100	1	0		65	0	5	384819	5,02507E+43	5072025	5072025	12,33	0	0	0	12,33	9	0	0	0	6,54	1,11																
	C190	0	5102	17	2,49	2,49	0,42	0	0	0	0																											
	C190	20	5102	17	9,84	4,05	0,69	0	0	5,79	0																											
	C100	1	0		65	0	5	384820	5,02507E+43	5072025	5072025	14,49	0	0	0	14,49	9	0	0	0	14,49	2,46																
	C190	0	5102	17	14,49	14,49	2,46	0	0	0	0																											
	C100	1	0		65	0	5	384821	5,02507E+43	5072025	5072025	9,92	0	0	0	9,92	9	0	0	0	0	0																
	C190	60	5405	0	9,92	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384822	5,02507E+43	5072025	5072025	254,14	0	0	0	254,14	9	0	0	0	62,68	10,66																
	C190	0	5102	17	62,68	62,68	10,66	0	0	0	0																											
	C190	60	5405	0	191,46	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384823	5,02507E+43	5072025	5072025	30,36	0	0	0	30,36	9	0	0	0	7,99	1,36																
	C190	0	5102	17	7,99	7,99	1,36	0	0	0	0																											
	C190	60	5405	0	22,37	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384824	5,02507E+43	5072025	5072025	113,66	0	0	0	113,66	9	0	0	0	14,78	2,52																
	C190	20	5102	17	35,88	14,78	2,52	0	0	21,1	0																											
	C190	60	5405	0	77,78	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384825	5,02507E+43	5072025	5072025	83,6	0	0	0	83,6	9	0	0	0	12,46	2,11																
	C190	0	5102	17	2,49	2,49	0,42	0	0	0	0																											
	C190	20	5102	17	24,19	9,97	1,69	0	0	14,22	0																											
	C190	60	5405	0	56,92	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384826	5,02507E+43	5072025	5072025	30,52	0	0	0	30,52	9	0	0	0	0,6	0,1																
	C190	20	5102	17	1,46	0,6	0,1	0	0	0,86	0																											
	C190	60	5405	0	29,06	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384827	5,02507E+43	5072025	5072025	35,17	0	0	0	35,17	9	0	0	0	9,03	1,53																
	C190	0	5102	17	4,49	4,49	0,76	0	0	0	0																											
	C190	20	5102	17	11,02	4,54	0,77	0	0	6,48	0																											
	C190	60	5405	0	19,66	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384828	5,02507E+43	5072025	5072025	56,58	0	0	0	56,58	9	0	0	0	45,59	7,75																
	C190	0	5102	17	45,59	45,59	7,75	0	0	0	0																											
	C190	60	5405	0	10,99	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384829	5,02507E+43	5072025	5072025	6,89	0	0	0	6,89	9	0	0	0	0	0																
	C190	60	5405	0	6,89	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384830	5,02507E+43	5072025	5072025	61,02	0	0	0	61,02	9	0	0	0	13,05	2,22																
	C190	20	5102	17	31,71	13,05	2,22	0	0	18,66	0																											
	C190	60	5405	0	29,31	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384831	5,02507E+43	5072025	5072025	28,73	0	0	0	28,73	9	0	0	0	0	0																
	C190	60	5405	0	28,73	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384832	5,02507E+43	6072025	6072025	37,25	0	0	0	37,25	9	0	0	0	0	0																
	C190	60	5405	0	37,25	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384833	5,02507E+43	6072025	6072025	81,35	0	0	0	81,35	9	0	0	0	42,61	7,24																
	C190	0	5102	17	26,68	26,68	4,53	0	0	0	0																											
	C190	20	5102	17	38,69	15,93	2,71	0	0	22,76	0																											
	C190	60	5405	0	15,98	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384834	5,02507E+43	6072025	6072025	29,72	0	0	0	29,72	9	0	0	0	1,73	0,29																
	C190	20	5102	17	4,19	1,73	0,29	0	0	2,46	0																											
	C190	60	5405	0	25,53	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384835	5,02507E+43	6072025	6072025	42,51	0	0	0	42,51	9	0	0	0	9,99	1,7																
	C190	0	5102	17	9,99	9,99	1,7	0	0	0	0																											
	C190	60	5405	0	32,52	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384836	5,02507E+43	6072025	6072025	65,84	0	0	0	65,84	9	0	0	0	8,52	1,45																
	C190	20	5102	17	20,69	8,52	1,45	0	0	12,17	0																											
	C190	60	5405	0	45,15	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384837	5,02507E+43	6072025	6072025	8,64	0	0	0	8,64	9	0	0	0	3,56	0,61																
	C190	20	5102	17	8,64	3,56	0,61	0	0	5,08	0																											
	C100	1	0		65	0	5	384838	5,02507E+43	6072025	6072025	40,55	0	0	0	40,55	9	0	0	0	14,06	2,39																
	C190	0	5102	17	10,77	10,77	1,83	0	0	0	0																											
	C190	20	5102	17	7,99	3,29	0,56	0	0	4,7	0																											
	C190	60	5405	0	21,79	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384839	5,02507E+43	6072025	6072025	167,58	0	0	0	167,58	9	0	0	0	21,58	3,66																
	C190	0	5102	17	14,59	14,59	2,48	0	0	0	0																											
	C190	20	5102	17	16,98	6,99	1,18	0	0	9,99	0																											
	C190	60	5405	0	136,01	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384840	5,02507E+43	6072025	6072025	26,88	0	0	0	26,88	9	0	0	0	3,6	0,61																
	C190	20	5102	17	8,74	3,6	0,61	0	0	5,14	0																											
	C190	60	5405	0	18,14	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384841	5,02507E+43	6072025	6072025	142,21	0	0	0	142,21	9	0	0	0	4,43	0,75																
	C190	20	5102	17	10,76	4,43	0,75	0	0	6,33	0																											
	C190	60	5405	0	131,45	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384842	5,02507E+43	6072025	6072025	53,09	0	0	0	53,09	9	0	0	0	0	0																
	C190	60	5405	0	53,09	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384843	5,02507E+43	6072025	6072025	114,26	0	0	0	114,26	9	0	0	0	59,12	10,06																
	C190	0	5102	17	34,98	34,98	5,95	0	0	0	0																											
	C190	20	5102	17	58,6	24,14	4,11	0	0	34,46	0																											
	C190	60	5405	0	20,68	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384844	5,02507E+43	6072025	6072025	84,91	0	0	0	84,91	9	0	0	0	3,61	0,61																
	C190	20	5102	17	8,77	3,61	0,61	0	0	5,16	0																											
	C190	60	5405	0	76,14	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384845	5,02507E+43	6072025	6072025	33,51	0	0	0	33,51	9	0	0	0	17,32	2,94																
	C190	0	5102	17	1,99	1,99	0,34	0	0	0	0																											
	C190	20	5102	17	31,52	15,33	2,6	0	0	16,19	0																											
	C100	1	0		65	0	5	384846	5,02507E+43	6072025	6072025	62,58	0	0	0	62,58	9	0	0	0	0	0																
	C190	60	5405	0	62,58	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384847	5,02507E+43	6072025	6072025	7,99	0	0	0	7,99	9	0	0	0	0	0																
	C190	60	5405	0	7,99	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384848	5,02507E+43	6072025	6072025	63,4	0	0	0	63,4	9	0	0	0	0	0																
	C190	60	5405	0	63,4	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384849	5,02507E+43	6072025	6072025	94,49	0	0	0	94,49	9	0	0	0	7,37	1,26																
	C190	0	5102	17	4,09	4,09	0,7	0	0	0	0																											
	C190	20	5102	17	7,97	3,28	0,56	0	0	4,69	0																											
	C190	60	5405	0	82,43	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384850	5,02507E+43	6072025	6072025	5,78	0	0	0	5,78	9	0	0	0	0	0																
	C190	60	5405	0	5,78	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384851	5,02507E+43	6072025	6072025	132,94	0	0	0	132,94	9	0	0	0	51,43	8,73																
	C190	0	5102	17	35,13	35,13	5,97	0	0	0	0																											
	C190	20	5102	17	39,55	16,3	2,76	0	0	23,25	0																											
	C190	60	5405	0	58,26	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384852	5,02507E+43	6072025	6072025	123,88	0	0	0	123,88	9	0	0	0	5,98	1,02																
	C190	0	5102	17	5,98	5,98	1,02	0	0	0	0																											
	C190	60	5405	0	117,9	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384853	5,02507E+43	6072025	6072025	14,78	0	0	0	14,78	9	0	0	0	11,58	1,97																
	C190	0	5102	17	11,58	11,58	1,97	0	0	0	0																											
	C190	60	5405	0	3,2	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384854	5,02507E+43	6072025	6072025	98,46	0	0	0	98,46	9	0	0	0	15,41	2,64																
	C190	0	5102	17	12,57	12,57	2,14	0	0	0	0																											
	C190	20	5102	17	6,89	2,84	0,5	0	0	4,05	0																											
	C190	60	5405	0	79	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384855	5,02507E+43	6072025	6072025	79,47	0	0	0	79,47	9	0	0	0	21,39	3,64																
	C190	0	5102	17	21,39	21,39	3,64	0	0	0	0																											
	C190	60	5405	0	58,08	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384856	5,02507E+43	6072025	6072025	45,68	0	0	0	45,68	9	0	0	0	3,59	0,61																
	C190	20	5102	17	8,72	3,59	0,61	0	0	5,13	0																											
	C190	60	5405	0	36,96	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384857	5,02507E+43	6072025	6072025	1,98	0	0	0	1,98	9	0	0	0	0,82	0,14																
	C190	20	5102	17	1,98	0,82	0,14	0	0	1,16	0																											
	C100	1	0		65	0	5	384858	5,02507E+43	6072025	6072025	16,99	0	0	0	16,99	9	0	0	0	0	0																
	C190	60	5405	0	16,99	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384859	5,02507E+43	6072025	6072025	68,29	0	0	0	68,29	9	0	0	0	23,16	3,94																
	C190	0	5102	17	13,68	13,68	2,33	0	0	0	0																											
	C190	20	5102	17	23,02	9,48	1,61	0	0	13,54	0																											
	C190	60	5405	0	31,59	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384860	5,02507E+43	6072025	6072025	10,17	0	0	0	10,17	9	0	0	0	4,18	0,71																
	C190	20	5102	17	10,17	4,18	0,71	0	0	5,99	0																											
	C100	1	0		65	0	5	384861	5,02507E+43	6072025	6072025	47,7	0	0	0	47,7	9	0	0	0	19,64	3,34																
	C190	20	5102	17	47,7	19,64	3,34	0	0	28,06	0																											
	C100	1	0		65	0	5	384862	5,02507E+43	6072025	6072025	49,47	0	0	0	49,47	9	0	0	0	0	0																
	C190	60	5405	0	49,47	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384863	5,02507E+43	6072025	6072025	6,06	0	0	0	6,06	9	0	0	0	2,5	0,42																
	C190	20	5102	17	6,06	2,5	0,42	0	0	3,56	0																											
	C100	1	0		65	0	5	384864	5,02507E+43	6072025	6072025	86,15	0	0	0	86,15	9	0	0	0	11,29	1,92																
	C190	0	5102	17	7,54	7,54	1,28	0	0	0	0																											
	C190	20	5102	17	9,11	3,75	0,64	0	0	5,36	0																											
	C190	60	5405	0	69,5	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384865	5,02507E+43	6072025	6072025	17,3	0	0	0	17,3	9	0	0	0	0	0																
	C190	60	5405	0	17,3	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384866	5,02507E+43	6072025	6072025	17,48	0	0	0	17,48	9	0	0	0	15,31	2,6																
	C190	0	5102	17	13,79	13,79	2,34	0	0	0	0																											
	C190	20	5102	17	3,69	1,52	0,26	0	0	2,17	0																											
	C100	1	0		65	0	5	384867	5,02507E+43	6072025	6072025	36,08	0	0	0	36,08	9	0	0	0	3,92	0,67																
	C190	20	5102	17	9,51	3,92	0,67	0	0	5,59	0																											
	C190	60	5405	0	26,57	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384868	5,02507E+43	6072025	6072025	25,76	0	0	0	25,76	9	0	0	0	3,19	0,54																
	C190	20	5102	17	7,74	3,19	0,54	0	0	4,55	0																											
	C190	60	5405	0	18,02	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384869	5,02507E+43	6072025	6072025	24,14	0	0	0	24,14	9	0	0	0	14,24	2,42																
	C190	0	5102	17	14,24	14,24	2,42	0	0	0	0																											
	C190	60	5405	0	9,9	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384870	5,02507E+43	6072025	6072025	57,81	0	0	0	57,81	9	0	0	0	3,29	0,56																
	C190	20	5102	17	7,99	3,29	0,56	0	0	4,7	0																											
	C190	60	5405	0	49,82	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384871	5,02507E+43	6072025	6072025	21,32	0	0	0	21,32	9	0	0	0	8,78	1,49																
	C190	20	5102	17	21,32	8,78	1,49	0	0	12,54	0																											
	C100	1	0		65	0	5	384872	5,02507E+43	6072025	6072025	29	0	0	0	29	9	0	0	0	1,93	0,33																
	C190	20	5102	17	4,69	1,93	0,33	0	0	2,76	0																											
	C190	60	5405	0	24,31	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384873	5,02507E+43	6072025	6072025	12,55	0	0	0	12,55	9	0	0	0	1,48	0,25																
	C190	20	5102	17	3,6	1,48	0,25	0	0	2,12	0																											
	C190	60	5405	0	8,95	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384874	5,02507E+43	6072025	6072025	285,42	0	0	0	285,42	9	0	0	0	25,82	4,38																
	C190	0	5102	17	2	2	0,34	0	0	0	0																											
	C190	20	5102	17	57,83	23,82	4,04	0	0	34,01	0																											
	C190	60	5405	0	225,59	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384875	5,02507E+43	6072025	6072025	17,98	0	0	0	17,98	9	0	0	0	17,98	3,06																
	C190	0	5102	17	17,98	17,98	3,06	0	0	0	0																											
	C100	1	0		65	0	5	384876	5,02507E+43	6072025	6072025	11,37	0	0	0	11,37	9	0	0	0	4,68	0,79																
	C190	20	5102	17	11,37	4,68	0,79	0	0	6,69	0																											
	C100	1	0		65	0	5	384877	5,02507E+43	6072025	6072025	6,89	0	0	0	6,89	9	0	0	0	0	0																
	C190	60	5405	0	6,89	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384878	5,02507E+43	6072025	6072025	40,64	0	0	0	40,64	9	0	0	0	28,03	4,77																
	C190	0	5102	17	19,21	19,21	3,27	0	0	0	0																											
	C190	20	5102	17	21,43	8,82	1,5	0	0	12,61	0																											
	C100	1	0		65	0	5	384879	5,02507E+43	6072025	6072025	11,79	0	0	0	11,79	9	0	0	0	9,99	1,7																
	C190	0	5102	17	9,99	9,99	1,7	0	0	0	0																											
	C190	60	5405	0	1,8	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384880	5,02507E+43	6072025	6072025	2826,19	0	0	0	2826,19	9	0	0	0	269,66	45,86																
	C190	0	5102	17	189,82	189,82	32,28	0	0	0	0																											
	C190	20	5102	17	193,9	79,84	13,58	0	0	114,06	0																											
	C190	60	5405	0	2442,47	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384881	5,02507E+43	6072025	6072025	217,2	0	0	0	217,2	9	0	0	0	29,77	5,07																
	C190	0	5102	17	29,77	29,77	5,07	0	0	0	0																											
	C190	60	5405	0	187,43	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384882	5,02507E+43	6072025	6072025	130,93	0	0	0	130,93	9	0	0	0	10,26	1,75																
	C190	20	5102	17	24,89	10,26	1,75	0	0	14,63	0																											
	C190	60	5405	0	106,04	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384883	5,02507E+43	6072025	6072025	145,51	0	0	0	145,51	9	0	0	0	42,42	7,23																
	C190	0	5102	17	3,29	3,29	0,56	0	0	0	0																											
	C190	20	5102	17	95,04	39,13	6,67	0	0	55,91	0																											
	C190	60	5405	0	47,18	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384884	5,02507E+43	6072025	6072025	88	0	0	0	88	9	0	0	0	12,7	2,16																
	C190	20	5102	17	30,84	12,7	2,16	0	0	18,14	0																											
	C190	60	5405	0	57,16	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384885	5,02507E+43	6072025	6072025	275,96	0	0	0	275,96	9	0	0	0	19,85	3,37																
	C190	0	5102	17	14,05	14,05	2,39	0	0	0	0																											
	C190	20	5102	17	21,72	5,8	0,98	0	0	15,92	0																											
	C190	60	5405	0	240,19	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384886	5,02507E+43	6072025	6072025	21,99	0	0	0	21,99	9	0	0	0	0	0																
	C190	60	5405	0	21,99	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384887	5,02507E+43	6072025	6072025	25,08	0	0	0	25,08	9	0	0	0	15,8	2,69																
	C190	0	5102	17	15,8	15,8	2,69	0	0	0	0																											
	C190	60	5405	0	9,28	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384888	5,02507E+43	6072025	6072025	33,25	0	0	0	33,25	9	0	0	0	9,13	1,55																
	C190	20	5102	17	33,25	9,13	1,55	0	0	24,12	0																											
	C100	1	0		65	0	5	384889	5,02507E+43	6072025	6072025	11,67	0	0	0	11,67	9	0	0	0	4,81	0,82																
	C190	20	5102	17	11,67	4,81	0,82	0	0	6,86	0																											
	C100	1	0		65	0	5	384890	5,02507E+43	6072025	6072025	134,69	0	0	0	134,69	9	0	0	0	57,13	9,72																
	C190	0	5102	17	46,86	46,86	7,97	0	0	0	0																											
	C190	20	5102	17	24,96	10,27	1,75	0	0	14,69	0																											
	C190	60	5405	0	62,87	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384891	5,02507E+43	6072025	6072025	3,58	0	0	0	3,58	9	0	0	0	0	0																
	C190	60	5405	0	3,58	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384892	5,02507E+43	6072025	6072025	43,65	0	0	0	43,65	9	0	0	0	17,98	3,06																
	C190	20	5102	17	43,65	17,98	3,06	0	0	25,67	0																											
	C100	1	0		65	0	5	384893	5,02507E+43	6072025	6072025	140,63	0	0	0	140,63	9	0	0	0	1,91	0,32																
	C190	20	5102	17	4,63	1,91	0,32	0	0	2,72	0																											
	C190	60	5405	0	136	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384894	5,02507E+43	6072025	6072025	109,47	0	0	0	109,47	9	0	0	0	34,99	5,95																
	C190	0	5102	17	34,99	34,99	5,95	0	0	0	0																											
	C190	60	5405	0	74,48	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384895	5,02507E+43	6072025	6072025	169,08	0	0	0	169,08	9	0	0	0	27,44	4,66																
	C190	0	5102	17	23,2	23,2	3,94	0	0	0	0																											
	C190	20	5102	17	10,29	4,24	0,72	0	0	6,05	0																											
	C190	60	5405	0	135,59	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384896	5,02507E+43	6072025	6072025	249,51	0	0	0	249,51	9	0	0	0	0,3	0,05																
	C190	0	5102	17	0,3	0,3	0,05	0	0	0	0																											
	C190	60	5405	0	249,21	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384897	5,02507E+43	6072025	6072025	13,64	0	0	0	13,64	9	0	0	0	10,38	1,77																
	C190	20	5102	17	13,64	10,38	1,77	0	0	3,26	0																											
	C100	1	0		65	0	5	384898	5,02507E+43	6072025	6072025	23,29	0	0	0	23,29	9	0	0	0	8,36	1,43																
	C190	20	5102	17	20,29	8,36	1,43	0	0	11,93	0																											
	C190	60	5405	0	3	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384899	5,02507E+43	6072025	6072025	84,85	0	0	0	84,85	9	0	0	0	1,57	0,27																
	C190	20	5102	17	3,82	1,57	0,27	0	0	2,25	0																											
	C190	60	5405	0	81,03	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384900	5,02507E+43	6072025	6072025	151,13	0	0	0	151,13	9	0	0	0	20,95	3,56																
	C190	20	5102	17	50,87	20,95	3,56	0	0	29,92	0																											
	C190	60	5405	0	100,26	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384901	5,02507E+43	6072025	6072025	11,4	0	0	0	11,4	9	0	0	0	1,61	0,27																
	C190	20	5102	17	3,91	1,61	0,27	0	0	2,3	0																											
	C190	60	5405	0	7,49	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384902	5,02507E+43	6072025	6072025	47,67	0	0	0	47,67	9	0	0	0	0	0																
	C190	60	5405	0	47,67	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384903	5,02507E+43	6072025	6072025	311,75	0	0	0	311,75	9	0	0	0	20,99	3,57																
	C190	0	5102	17	20,99	20,99	3,57	0	0	0	0																											
	C190	60	5405	0	290,76	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384904	5,02507E+43	6072025	6072025	8,78	0	0	0	8,78	9	0	0	0	8,78	1,49																
	C190	0	5102	17	8,78	8,78	1,49	0	0	0	0																											
	C100	1	0		65	0	5	384905	5,02507E+43	6072025	6072025	27,97	0	0	0	27,97	9	0	0	0	0	0																
	C190	60	5405	0	27,97	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384906	5,02507E+43	6072025	6072025	16,11	0	0	0	16,11	9	0	0	0	0	0																
	C190	60	5405	0	16,11	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384907	5,02507E+43	6072025	6072025	31,45	0	0	0	31,45	9	0	0	0	12,95	2,2																
	C190	20	5102	17	31,45	12,95	2,2	0	0	18,5	0																											
	C100	1	0		65	0	5	384908	5,02507E+43	6072025	6072025	28,35	0	0	0	28,35	9	0	0	0	11,76	2,01																
	C190	0	5102	17	1,75	1,75	0,3	0	0	0	0																											
	C190	20	5102	17	24,32	10,01	1,71	0	0	14,31	0																											
	C190	60	5405	0	2,28	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384909	5,02507E+43	6072025	6072025	171,39	0	0	0	171,39	9	0	0	0	8,98	1,53																
	C190	0	5102	17	3,99	3,99	0,68	0	0	0	0																											
	C190	20	5102	17	12,11	4,99	0,85	0	0	7,12	0																											
	C190	60	5405	0	155,29	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384910	5,02507E+43	6072025	6072025	187,74	0	0	0	187,74	9	0	0	0	13,56	2,31																
	C190	20	5102	17	32,94	13,56	2,31	0	0	19,38	0																											
	C190	60	5405	0	154,8	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384911	5,02507E+43	6072025	6072025	83,83	0	0	0	83,83	9	0	0	0	18,73	3,17																
	C190	0	5102	17	16,28	16,28	2,76	0	0	0	0																											
	C190	20	5102	17	5,95	2,45	0,41	0	0	3,5	0																											
	C190	60	5405	0	61,6	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384912	5,02507E+43	6072025	6072025	81,96	0	0	0	81,96	9	0	0	0	8,55	1,46																
	C190	20	5102	17	29,26	8,55	1,46	0	0	20,71	0																											
	C190	60	5405	0	52,7	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384913	5,02507E+43	6072025	6072025	46,24	0	0	0	46,24	9	0	0	0	0	0																
	C190	60	5405	0	46,24	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384914	5,02507E+43	6072025	6072025	12,08	0	0	0	12,08	9	0	0	0	8,96	1,52																
	C190	0	5102	17	6,78	6,78	1,15	0	0	0	0																											
	C190	20	5102	17	5,3	2,18	0,37	0	0	3,12	0																											
	C100	1	0		65	0	5	384915	5,02507E+43	6072025	6072025	7,66	0	0	0	7,66	9	0	0	0	0	0																
	C190	60	5405	0	7,66	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384916	5,02507E+43	6072025	6072025	6	0	0	0	6	9	0	0	0	3,94	0,68																
	C190	0	5102	17	2,5	2,5	0,43	0	0	0	0																											
	C190	20	5102	17	3,5	1,44	0,25	0	0	2,06	0																											
	C100	1	0		65	0	5	384917	5,02507E+43	6072025	6072025	87,02	0	0	0	87,02	9	0	0	0	9,8	1,66																
	C190	20	5102	17	23,82	9,8	1,66	0	0	14,02	0																											
	C190	60	5405	0	63,2	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384918	5,02507E+43	6072025	6072025	79,71	0	0	0	79,71	9	0	0	0	19,95	3,39																
	C190	0	5102	17	14,47	14,47	2,46	0	0	0	0																											
	C190	20	5102	17	13,32	5,48	0,93	0	0	7,84	0																											
	C190	60	5405	0	51,92	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384919	5,02507E+43	6072025	6072025	22,84	0	0	0	22,84	9	0	0	0	8,5	1,44																
	C190	20	5102	17	20,65	8,5	1,44	0	0	12,15	0																											
	C190	60	5405	0	2,19	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384920	5,02507E+43	6072025	6072025	230,7	0	0	0	230,7	9	0	0	0	39,58	6,72																
	C190	0	5102	17	18,99	18,99	3,23	0	0	0	0																											
	C190	20	5102	17	50,01	20,59	3,49	0	0	29,42	0																											
	C190	60	5405	0	161,7	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384921	5,02507E+43	6072025	6072025	85,7	0	0	0	85,7	9	0	0	0	0	0																
	C190	60	5405	0	85,7	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384922	5,02507E+43	6072025	6072025	23,02	0	0	0	23,02	9	0	0	0	5,62	0,96																
	C190	0	5102	17	4,39	4,39	0,75	0	0	0	0																											
	C190	20	5102	17	2,99	1,23	0,21	0	0	1,76	0																											
	C190	60	5405	0	15,64	0	0	0	0	0	0																											
	C100	1	0		65	0	5	384923	5,02507E+43	6072025	6072025	237,13	0	0	0	237,13	9	0	0	0	34,99	5,94																
	C190	0	5102	17	12,28	12,28	2,09	0	0	0	0																											
	C190	20	5102	17	38,36	22,71	3,85	0	0	15,65	0																											
